Summary,Issue Type,Priority,Story Points,Epic Link,Description,Labels
"[FE-27] Integración GET /waste-types",Task,Highest,1,HU-Consultar Tipo de Residuos,"Función tipada en lib/api.ts para obtener el catálogo de residuos.",frontend,waste-types,mvp
"[FE-30] Página /incidencias/nueva — formulario de reporte",Story,Highest,3,HU-06 Reportar Incidencia,"Formulario con selector de tipo (MISSED_PICKUP, OVERFLOW, OTHER), selector de zona y campo de descripción. Conectar con POST /incidents.",frontend,incidents,mvp
"[FE-31] Página /incidencias — listado de incidencias propias",Story,Medium,2,HU-06 Reportar Incidencia,"Listar incidencias del ciudadano autenticado. Conectar con GET /incidents/my.",frontend,incidents,mvp
"[FE-32] Componente IncidentCard",Task,Medium,1,HU-06 Reportar Incidencia,"Muestra tipo de incidencia, descripción truncada, fecha y badge de status (OPEN, IN_REVIEW, RESOLVED).",frontend,incidents,mvp
"[FE-33] Integración POST /incidents y GET /incidents/my",Task,Highest,1,HU-06 Reportar Incidencia,"Funciones tipadas en lib/api.ts para crear y listar incidencias.",frontend,incidents,mvp
"[FE-40] Página /conductor/dashboard — resumen de ruta del día",Story,Highest,2,Panel Conductor,"Mostrar estado de la ruta (PENDING/IN_PROGRESS/COMPLETED), zona asignada y conteo de paradas atendidas vs total.",frontend,conductor,mvp
"[FE-41] Página /conductor/ruta — lista de paradas con estado",Story,Highest,3,Panel Conductor,"Listado ordenado de RouteStops con nombre del punto, dirección y estado (PENDING/COMPLETED/SKIPPED). Conectar con GET /routes/my.",frontend,conductor,mvp
"[FE-42] Componente RouteStopItem",Task,Highest,2,Panel Conductor,"Item de parada con badge de estado, nombre del punto y botón de acción Confirmar (visible solo si PENDING).",frontend,conductor,mvp
"[FE-43] Botón Iniciar ruta → PATCH /routes/:id/start",Story,Highest,1,Panel Conductor,"Botón visible cuando status=PENDING. Al presionar llama PATCH /routes/:id/start y actualiza el store local.",frontend,conductor,mvp
"[FE-44] Modal Registrar recolección con selector de residuo",Story,Highest,3,Panel Conductor,"Modal que abre al presionar Confirmar en una parada. Selector de wasteTypeId (GET /waste-types) y campo de notas. Conectar con POST /collections.",frontend,conductor,mvp
"[FE-45] Formulario Reportar problema en ruta",Story,Highest,2,Panel Conductor,"Botón en la parada que abre formulario de incidencia con routeId precargado. Conectar con POST /incidents.",frontend,conductor,mvp,incidents
"[FE-46] Integración GET /routes/my",Task,Highest,1,Panel Conductor,"Función tipada en lib/api.ts para obtener la ruta activa del conductor con sus paradas.",frontend,conductor,mvp
"[FE-50] Página /admin/usuarios — tabla de usuarios",Story,Highest,3,Panel Administrador,"Tabla paginada de usuarios con columnas nombre, email, rol, estado. Acciones editar rol y desactivar. Conectar con GET PATCH DELETE /users.",frontend,admin,mvp
"[FE-51] Página /admin/zonas — CRUD de zonas",Story,Highest,3,Panel Administrador,"Lista de zonas con modal para crear/editar (nombre, descripción). Botón de desactivar. Conectar con GET POST PATCH DELETE /zones.",frontend,admin,mvp
"[FE-52] Página /admin/residuos — catálogo con formulario crear",Story,Highest,2,Panel Administrador,"Listar tipos de residuos con categoría. Formulario inline o modal para registrar nuevo tipo. Conectar con GET POST /waste-types.",frontend,admin,mvp
"[FE-53] Página /admin/rutas — asignar ruta a conductor",Story,Highest,3,Panel Administrador,"Formulario para crear ruta: seleccionar zona, conductor (filtrado por DRIVER) y paradas ordenadas. Ver listado de rutas con estado. Conectar con GET POST /routes.",frontend,admin,mvp
"[FE-54] Componente StatusBadge",Task,Highest,1,Panel Administrador,"Badge reutilizable con variantes de color según status: ACTIVE/PENDING (azul), IN_PROGRESS (amarillo), COMPLETED (verde), INACTIVE/CANCELLED (gris).",frontend,admin,mvp,design-system
"[FE-55] Integración endpoints admin",Task,Highest,2,Panel Administrador,"Funciones tipadas en lib/api.ts para /users, /zones, /waste-types y /routes con métodos GET, POST, PATCH y DELETE.",frontend,admin,mvp
